Content,Status,Profile
"<@&977500403300184064> 
 **1 Day Remaining!** <a:Alert:976114561310658610> for the *Coding Competition* <:2829_VSCode:992305646278033541>  <:8373activ:941285962040868885> ** REGISTER NOW -** https://bit.ly/September-Coding-Contest-CIC",no,
**September Coding Contest 2022  ** <a:party:847826767657566259>,no,
"@everyone **CodeIN Community** <:CodeINlogo:975357250354958376>  in collaboration with **Newton School** organising :
`September Coding Contest 2022 `  <a:party:847826767657566259> 

Explore the Coding Contest with India’s most trusted Online Coding Competition <a:Burn:976114558127190026> 

| 𝐏𝐫𝐢𝐳𝐞 𝐌𝐨𝐧𝐞𝐲 & 𝐆𝐢𝐟𝐭 𝐕𝐨𝐮𝐜𝐡𝐞𝐫𝐬 𝐰𝐨𝐫𝐭𝐡- ₹ 30,000 | 𝐅𝐫𝐞𝐞 𝐑𝐞𝐠𝐢𝐬𝐭𝐫𝐚𝐭𝐢𝐨𝐧 |💰

<:8373activ:941285962040868885>  `REGISTER NOW :` - https://bit.ly/September-Coding-Contest-CIC

🏆**Exclusive free online Coding Course **& **Certificates for all Participants ** <a:verified:867827275252891649> 
**Language Used**: c/c++/Java/Javascript/Python.
**-Date of Contest: 28th Sept 2022 (Wednesday) at 21:00 - 23:30**
*-Eligibility- Open to All*

PS: All participants will receive participation certificate and **Winners** will receive cash prizes <a:_dance_:976114562216624238> and rewards from our sponsor **Newton School** <a:SMX_coder:944912938177810432>",no,
"<@&977500403300184064> Thank you so much for being a part of the **Google Cloud Education program(s)**organized at our **community **<:CodeINlogo:975357250354958376> in the past and for your outstanding performance in them. We know that you all have been buzzing with eagerness to get back together – **and now’s the time!**🥳 

**Get a chance to join us at Google Cloud’s exclusive, in-person event just for developers and technical practitioners, Innovators Hive at Next ‘22, in Bengaluru, India, October 13.**<a:_dance_:976114562216624238> 

** The meetup is invitation based and we are inviting all community members who are from Bengaluru.**
If selected to join the Innovators Hive at Next ‘22, you will be able to:

> Get an opportunity to connect with Google Cloud executives and engineers
> Network with Google Cloud innovators and senior leadership
> Explore technical content featuring new Google Cloud technologies
> Get access to developer workshops and new labs
> Learn more about the Innovators’ program and everything we’re doing to help you build more, faster
>  
Spots are limited, RSVP now: https://bit.ly/GoogleCloud-Meetup

**Note: Don't fill it, If you cannot come to Bengaluru for in-person meetup.**",no,
"<@&977500403300184064> 
 **3 Days Remaining!** <a:Alert:976114561310658610> for the *Coding Competition* <:2829_VSCode:992305646278033541>  <:8373activ:941285962040868885> ** REGISTER NOW -** https://bit.ly/JulyCodingContest-CC",no,
"<@&977500403300184064> **Google Machine Learning Bootcamp - India** 🤩 🇮🇳 
To build a strong enough foundation in ML theory and practical skills to be employed as ML developers.
 Apply by submitting the form available in the below section.

The Google Developers Machine Learning Bootcamp - India is a program to foster the growth of machine learning developers. 

**The goal of this program is for the participants to study machine learning theories and eventually become able to solve engineering problems in actual job situations. We will provide an environment for self-study and various opportunities to whet your motivation.** 🧑‍💻

Screened participants are required to complete a training course in deep learning, a ML certification, and a hands-on project in 4 months. Those that complete all of them will be given a chance to apply for a **full-time job or an intern position at one of the IT companies in India that provide services involving machine learning. **✅ 

After the completion of the program there is a Hiring Opportunity!<:babyfist:976114558584385566> 

Apply Here:📢  https://rsvp.withgoogle.com/events/google-ml-bootcamp-india",no,
"@everyone  **Amazon ML Summer School Program is taking in applications!** 🤩🧑‍💻

**Amazon ML Summer School **aims at providing students the opportunity to gain Machine Learning (ML) skills which is the first step in becoming ready to build a career in ML. This program is an intensive course on key ML topics like Supervised Learning, Deep Neural Networks, Probabilistic Graphical Models, Dimensionality Reduction and Unsupervised Learning. This is a great opportunity to learn from and interact with Scientists at Amazon who have immense knowledge in their ML domain. After a successful pilot in 2021, Amazon ML Summer School is being expanded and is being opened for students enrolled in any recognized institute in India who are expected to graduate in 2023 or 2024.

**What lies in store for this challenge?**

- Eligibility is 2023 and 2024 pass-out students throughout India. 📢

- In-depth knowledge on key ML topics from Amazon Scientists ⚡

- Platform to interact with Scientists and learn about break-through innovation ✅

- Opportunity to prepare for career in ML 🧑‍💻

- Goodies and a lot more! 👕

**Apply here **: https://amazonmlsummerschoolindia.splashthat.com/",no,
"Hello Geeks, <@&977500403300184064> 

We are happy to inform you that our partner **Geeks for Geeks** recently launched their **Special Placement Program <:youtube:976114557976195144> **, and you may stand a chance to be a part of it. We are here to give you this opportunity to enhance your professional career at **zero cost.**( Free for Everyone)

In this program, `we will be forwarding the profiles and will be provided with proper assistance (Resume building, regular feedback , etc)` throughout the process from our Geeks for Geeks Jobs Portal Team.

Sounds interesting?!🤩  Kindly fill out the form from the link given below, if you are interested to be a part of this program!<a:_purplefire_:976114558034935868> 

https://docs.google.com/forms/d/e/1FAIpQLSdtDFTWyN7GZPDQgYdCthLyfvQ56TIOB-wnvSYHTTDzeDjVCw/viewform",no,
<@&977500403300184064> Today is the Last day to register for the contest! <a:Alert:976114561310658610>,no,
"<@&977500403300184064> **CodeIN Community** <:CodeINlogo:975357250354958376>  in collaboration with **Newton School** <a:Twitter:976114558555013170> organising `Grand Coding Contest 2022 ` 🤩<a:party:847826767657566259> 

Explore the Coding Contest with India’s most trusted Online Coding Competition <a:Burn:976114558127190026> 

| 𝐏𝐫𝐢𝐳𝐞 𝐌𝐨𝐧𝐞𝐲 & 𝐆𝐢𝐟𝐭 𝐕𝐨𝐮𝐜𝐡𝐞𝐫𝐬 𝐰𝐨𝐫𝐭𝐡- ₹ 30,000 | 𝐅𝐫𝐞𝐞 𝐑𝐞𝐠𝐢𝐬𝐭𝐫𝐚𝐭𝐢𝐨𝐧 |💰

<a:_pin_1999_:976114560354373662>  `REGISTER NOW :` -https://bit.ly/NS-CC2

**Exclusive free online Coding Course **🎁 & **Certificates for all Participants **<a:Verify:976114561361006625> 
Language Used: c/c++/Java/Javascript/Python.
**Date of Contest**: 27th May 2022 at 21:00 - 23:30
Eligibility- Open to All

PS: All participants will receive participation certificate and **Top 2000 Participants **will receive cash prizes <a:_dance_:976114562216624238> and rewards.<a:Panda_Happy:976115879924363324>

<a:verified:865199981593886740> Visit us at: https://codeincommunity.com/
<:telegram:835483904051904562> Telegram:  https://t.me/CodeINCommunity
<:youtube:976114557976195144> YouTube:   https://bit.ly/CodeINYouTube 
<:discord_logo:976115876522774548> Discord: https://discord.com/invite/sqFRzrj7f3",no,
"<@&977500403300184064> Our Partner Company,** Aviyel is looking for Open Source Enthusiasts / developers** <:github:958943321391255602>  who can contribute to the projects listed at their platform. You can become a `contributor `on their platform by filling in this form and post that Aviyel team would be walking you through the contributor roadmap based on your project preference: <:CodeINlogo:975357250354958376> https://aviyel.typeform.com/contributor-cr",no,
"@everyone Our Partner Company,** Aviyel **is looking for **Open Source Enthusiasts / developers** <:github:958943321391255602>  who can contribute to the projects listed at their platform: https://aviyel.com/projects
**In a nutshell, Aviyel is onboarding open source projects on their platform (based on certain criteria) and are working towards the sustainable growth of the projects. Simultaneously, making it a community driven platform to drive the cause of open source.** <a:party:847826767657566259> Their plan is around gamification of the entire contribution which would enable them to reward the contributors by bringing in badges (on blockchain) carrying information of the individual's contribution on GitHub as well as the projects on their platform, NFTs, Bounties set by the maintainers and swags 🎁 🥳 for the early contributors.
You can` become a contributor on their platform by filling in this form` and post that Aviyel team would be walking you through the** contributor roadmap based on your project preference**: <:CodeINlogo:975357250354958376> https://aviyel.typeform.com/contributor-cr",no,
